-3.21237 0.00321237
-1.10783 0.00310783
1.08202 0.00291798
3.00874 0.00299126
4.81554 0.00318446
7.025 0.002975
9.15218 0.00284782
11.3924 0.0026076
13.2542 0.00274576
15.3956 0.00260438
17.5258 0.00247418
19.674 0.00232599
21.9052 0.00209478
23.8823 0.00211768
26.0104 0.0019896
28.212 0.00178798
30.3165 0.0016835
32.1327 0.00186731
34.1802 0.00181984
36.1146 0.00188543
38.3898 0.00161017
40.4539 0.00154609
42.5724 0.00142755
44.6718 0.00132824
46.7151 0.00128488
48.7887 0.00121126
50.818 0.00118205
52.9108 0.00108923
55.0356 0.00096442
57.007 0.00099304
58.8791 0.00112094
61.0255 0.000974499
63.0617 0.000938285
64.9685 0.0010315
67.0576 0.000942352
69.1931 0.000806892
71.0506 0.000949375
73.0612 0.000938837
74.8904 0.00110962
76.8008 0.00119923
78.7285 0.0012715
80.6982 0.00130176
82.5948 0.00140521
84.5358 0.00146415
86.7441 0.00125585
88.762 0.00123803
90.9721 0.00102791
93.2197 0.000780248
95.2275 0.000772524
97.3752 0.000624749
99.5814 0.000418605
101.545 0.000455081
103.43 0.000569849
105.429 0.000571431
107.589 0.000410909
109.679 0.00032081
111.673 0.00032653
113.65 0.000349747
115.588 0.000411547
117.503 0.000497185
119.627 0.000373321
121.381 0.000619317
123.316 0.000683783
125.201 0.0007993
127.181 0.000818829
129.264 0.000735867
131.27 0.000729831
133.362 0.000637826
135.24 0.000760082
137.496 0.000504127
139.494 0.000505875
141.491 0.000508722
143.487 0.000512676
145.236 0.000763895
147.36 0.000640403
149.344 0.000656189
151.344 0.000656197
153.245 0.000754613
155.364 0.000635832
157.526 0.000473683
159.53 0.000469889
161.375 0.000624867
163.392 0.000607511
165.426 0.000573757
167.351 0.000648991
169.401 0.000598727
171.569 0.00043109
173.437 0.000563245
175.231 0.000768926
177.245 0.000755388
178.969 0.00103109
181.061 0.000938781
183.159 0.000841155
185.284 0.00071553
187.34 0.000659664
189.33 0.000670315
191.256 0.00074438
193.266 0.000734451
195.235 0.000765132
197.395 0.000604735
199.303 0.000696635
201.139 0.000860572
203.066 0.000933766
205.147 0.000852779
207.157 0.000843027
209.087 0.000913446
211.123 0.000876906
213.064 0.000936083
215.225 0.000774664
217.145 0.000855099
219.17 0.000830374
221.204 0.000796142
223.069 0.000931277
225.203 0.00079721
227.215 0.000784675
229.126 0.000873656
231.196 0.000804236
233.04 0.000960223
235.053 0.000946881
236.857 0.00114309
238.772 0.00122794
240.696 0.00130389
242.887 0.00111271
244.865 0.0011351
246.827 0.00117317
248.757 0.00124294
250.852 0.00114839
252.906 0.00109388
254.817 0.00118338
256.849 0.00115111
258.978 0.00102185
261.076 0.000924191
263.07 0.000930351
265 0.00100033
267.171 0.000828725
269.354 0.000646398
271.3 0.000699957
273.367 0.000633169
275.385 0.000614802
277.335 0.000665278
279.359 0.000640611
281.345 0.000654798
283.364 0.000635729
285.311 0.000689132
287.252 0.0007479
289.254 0.000746408
291.276 0.000724215
293.227 0.000772541
295.222 0.000777618
297.151 0.000849056
299.257 0.000743201
